ID|SourceID|MessageID|Tag|Value|Type|Quality|Timestamp|TimestampMessage|TimestampCreation
117|BH14|ed8775c8-bf7e-48a1-b23e-bcb2d10472f2|PW_T_CYC|44.101211547852|xsd:double|Good|2018-02-27 17:50:09|2018-02-27 17:50:09|2018-02-27 18:50:09.607000000
118|BH14|ed8775c8-bf7e-48a1-b23e-bcb2d10472f2|PW_T_F|0.02980017662|xsd:double|Good|2018-02-27 17:50:09|2018-02-27 17:50:09|2018-02-27 18:50:09.607000000
119|BH14|ed8775c8-bf7e-48a1-b23e-bcb2d10472f2|PW_T_SUM|0.032199859619|xsd:double|Good|2018-02-27 17:50:09|2018-02-27 17:50:09|2018-02-27 18:50:09.607000000
120|BH14|ed8775c8-bf7e-48a1-b23e-bcb2d10472f2|PW_V_CF|3.67521739006|xsd:double|Good|2018-02-27 17:50:09|2018-02-27 17:50:09|2018-02-27 18:50:09.607000000
121|BH14|68acf9bd-9b2d-40be-a9d1-01f148f5767a|PW_QUA_ATT_I|3|xsd:long|Good|2018-02-27 17:50:23|2018-02-27 17:50:23|2018-02-27 18:50:23.623000000
122|BH14|68acf9bd-9b2d-40be-a9d1-01f148f5767a|ZR_SUMCYC_JOB_OK_I|2158|xsd:long|Good|2018-02-27 17:50:23|2018-02-27 17:50:23|2018-02-27 18:50:23.623000000
123|BH14|9ee7c525-8797-4a71-8433-b4b44ae39846|PW_QUA_ATT_I|0|xsd:long|Good|2018-02-27 17:50:35|2018-02-27 17:50:35|2018-02-27 18:50:35.623000000
124|BH14|9a5d4ecb-82d0-4f98-99ad-fac93f507556|PW_L_B|21|xsd:double|Good|2018-02-27 17:50:53|2018-02-27 17:50:53|2018-02-27 18:50:53.660000000
125|BH14|9a5d4ecb-82d0-4f98-99ad-fac93f507556|PW_P_IMMAX|958|xsd:double|Good|2018-02-27 17:50:53|2018-02-27 17:50:53|2018-02-27 18:50:53.660000000
126|BH14|9a5d4ecb-82d0-4f98-99ad-fac93f507556|PW_P_IMR0|1|xsd:boolean|Good|2018-02-27 17:50:53|2018-02-27 17:50:53|2018-02-27 18:50:53.660000000
127|BH14|9a5d4ecb-82d0-4f98-99ad-fac93f507556|PW_T_CYC|43.982151031494|xsd:double|Good|2018-02-27 17:50:53|2018-02-27 17:50:53|2018-02-27 18:50:53.660000000
128|BH14|9a5d4ecb-82d0-4f98-99ad-fac93f507556|PW_T_F|0.029799938202|xsd:double|Good|2018-02-27 17:50:53|2018-02-27 17:50:53|2018-02-27 18:50:53.660000000
129|BH14|9a5d4ecb-82d0-4f98-99ad-fac93f507556|PW_T_SUM|0.032799959183|xsd:double|Good|2018-02-27 17:50:53|2018-02-27 17:50:53|2018-02-27 18:50:53.660000000
130|BH14|9a5d4ecb-82d0-4f98-99ad-fac93f507556|PW_V_CF|3.676478385925|xsd:double|Good|2018-02-27 17:50:53|2018-02-27 17:50:53|2018-02-27 18:50:53.660000000
131|BH14|2270742f-de09-4b66-bdf4-d4773fb517e4|PW_QUA_ATT_I|3|xsd:long|Good|2018-02-27 17:51:07|2018-02-27 17:51:07|2018-02-27 18:51:07.677000000
132|BH14|2270742f-de09-4b66-bdf4-d4773fb517e4|ZR_SUMCYC_JOB_OK_I|2159|xsd:long|Good|2018-02-27 17:51:07|2018-02-27 17:51:07|2018-02-27 18:51:07.677000000
133|BH14|b18ef7c3-23c6-468e-9cc6-e2239f2fe8d9|PW_QUA_ATT_I|0|xsd:long|Good|2018-02-27 17:51:19|2018-02-27 17:51:19|2018-02-27 18:51:19.677000000
134|BH14|a6c8b593-bfc3-42cc-bbad-d845705e0d73|PW_L_B|22|xsd:double|Good|2018-02-27 17:51:37|2018-02-27 17:51:37|2018-02-27 18:51:37.680000000
135|BH14|a6c8b593-bfc3-42cc-bbad-d845705e0d73|PW_F_LCTR|9376581|xsd:double|Good|2018-02-27 17:51:37|2018-02-27 17:51:37|2018-02-27 18:51:37.680000000
136|BH14|a6c8b593-bfc3-42cc-bbad-d845705e0d73|PW_P_IMR0|1|xsd:boolean|Good|2018-02-27 17:51:37|2018-02-27 17:51:37|2018-02-27 18:51:37.680000000
137|BH14|a6c8b593-bfc3-42cc-bbad-d845705e0d73|PW_T_CYC|44.070655822754|xsd:double|Good|2018-02-27 17:51:37|2018-02-27 17:51:37|2018-02-27 18:51:37.680000000
